hs_code,level,description,parent,chapter,section,section_name
740921,6,"Copper; strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",7409,74,XV,Base metals and articles of base metal
740929,6,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils",7409,74,XV,Base metals and articles of base metal
740931,6,"Copper; strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",7409,74,XV,Base metals and articles of base metal
740939,6,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",7409,74,XV,Base metals and articles of base metal
740940,6,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7409,74,XV,Base metals and articles of base metal
740990,6,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",7409,74,XV,Base metals and articles of base metal
741011,6,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",7410,74,XV,Base metals and articles of base metal
741012,6,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",7410,74,XV,Base metals and articles of base metal
741021,6,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper",7410,74,XV,Base metals and articles of base metal
741022,6,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",7410,74,XV,Base metals and articles of base metal
741110,6,"Copper; tubes and pipes, of refined copper",7411,74,XV,Base metals and articles of base metal
741121,6,"Copper; tubes and pipes, of copper-zinc base alloys (brass)",7411,74,XV,Base metals and articles of base metal
741122,6,"Copper; tubes and pipes, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7411,74,XV,Base metals and articles of base metal
741129,6,"Copper; tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))",7411,74,XV,Base metals and articles of base metal
741210,6,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper",7412,74,XV,Base metals and articles of base metal
741220,6,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",7412,74,XV,Base metals and articles of base metal
741300,6,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",7413,74,XV,Base metals and articles of base metal
741510,6,"Copper; nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads",7415,74,XV,Base metals and articles of base metal
741521,6,"Copper; washers, (including spring washers), not threaded",7415,74,XV,Base metals and articles of base metal
741529,6,"Copper; rivets, cotters, cotter-pins and similar articles, not threaded",7415,74,XV,Base metals and articles of base metal
741533,6,"Copper; screws, bolts and nuts, threaded",7415,74,XV,Base metals and articles of base metal
741539,6,Copper; articles n.e.c. in heading no. 7415,7415,74,XV,Base metals and articles of base metal
741810,6,"Copper; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",7418,74,XV,Base metals and articles of base metal
741820,6,Copper; sanitary ware and parts thereof,7418,74,XV,Base metals and articles of base metal
741920,6,"Copper; cast, moulded, stamped or forged, but not further worked",7419,74,XV,Base metals and articles of base metal
741980,6,Copper; articles thereof n.e.c. in chapter 74,7419,74,XV,Base metals and articles of base metal
750110,6,Nickel; nickel mattes,7501,75,XV,Base metals and articles of base metal
750120,6,Nickel; oxide sinters and other intermediate products of nickel metallurgy,7501,75,XV,Base metals and articles of base metal
750210,6,"Nickel; unwrought, not alloyed",7502,75,XV,Base metals and articles of base metal
750220,6,"Nickel; unwrought, alloys",7502,75,XV,Base metals and articles of base metal
750300,6,Nickel; waste and scrap,7503,75,XV,Base metals and articles of base metal
750400,6,Nickel; powders and flakes,7504,75,XV,Base metals and articles of base metal
750511,6,"Nickel; bars, rods and profiles, not alloyed",7505,75,XV,Base metals and articles of base metal
750512,6,"Nickel; bars, rods and profiles, of nickel alloys",7505,75,XV,Base metals and articles of base metal
750521,6,"Nickel; wire, not alloyed",7505,75,XV,Base metals and articles of base metal
750522,6,"Nickel; wire, of nickel alloys",7505,75,XV,Base metals and articles of base metal
750610,6,"Nickel; plates, sheets, strip and foil, not alloyed",7506,75,XV,Base metals and articles of base metal
750620,6,"Nickel; plates, sheets, strip and foil, of nickel alloys",7506,75,XV,Base metals and articles of base metal
750711,6,"Nickel; tubes and pipes, not alloyed",7507,75,XV,Base metals and articles of base metal
750712,6,"Nickel; tubes and pipes, of nickel alloys",7507,75,XV,Base metals and articles of base metal
750720,6,Nickel; tube and pipe fittings,7507,75,XV,Base metals and articles of base metal
750810,6,"Nickel; cloth, grill and netting, of nickel wire",7508,75,XV,Base metals and articles of base metal
750890,6,Nickel; articles thereof n.e.c. in item no. 7508.1,7508,75,XV,Base metals and articles of base metal
760110,6,"Aluminium; unwrought, (not alloyed)",7601,76,XV,Base metals and articles of base metal
760120,6,"Aluminium; unwrought, alloys",7601,76,XV,Base metals and articles of base metal
760200,6,Aluminium; waste and scrap,7602,76,XV,Base metals and articles of base metal
760310,6,Aluminium; powders of non-lamellar structure,7603,76,XV,Base metals and articles of base metal
760320,6,"Aluminium; powders of lamellar structure, flakes",7603,76,XV,Base metals and articles of base metal
760410,6,"Aluminium; (not alloyed), bars, rods and profiles",7604,76,XV,Base metals and articles of base metal
760421,6,"Aluminium; alloys, hollow profiles",7604,76,XV,Base metals and articles of base metal
760429,6,"Aluminium; alloys, bars, rods and profiles, other than hollow",7604,76,XV,Base metals and articles of base metal
760511,6,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm",7605,76,XV,Base metals and articles of base metal
760519,6,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",7605,76,XV,Base metals and articles of base metal
760521,6,"Aluminium; alloys, wire, maximum cross-sectional dimension exceeding 7mm",7605,76,XV,Base metals and articles of base metal
760529,6,"Aluminium; alloys, wire, maximum cross-sectional dimension is 7mm or less",7605,76,XV,Base metals and articles of base metal
760611,6,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",7606,76,XV,Base metals and articles of base metal
760612,6,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",7606,76,XV,Base metals and articles of base metal
760691,6,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",7606,76,XV,Base metals and articles of base metal
760692,6,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",7606,76,XV,Base metals and articles of base metal
760711,6,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",7607,76,XV,Base metals and articles of base metal
760719,6,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",7607,76,XV,Base metals and articles of base metal
760720,6,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",7607,76,XV,Base metals and articles of base metal
760810,6,"Aluminium; tubes and pipes, not alloyed",7608,76,XV,Base metals and articles of base metal
760820,6,"Aluminium; tubes and pipes, alloys",7608,76,XV,Base metals and articles of base metal
760900,6,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",7609,76,XV,Base metals and articles of base metal
761010,6,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",7610,76,XV,Base metals and articles of base metal
761090,6,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",7610,76,XV,Base metals and articles of base metal
761100,6,"Aluminium; reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",7611,76,XV,Base metals and articles of base metal
761210,6,"Aluminium; collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",7612,76,XV,Base metals and articles of base metal
761290,6,"Aluminium; casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",7612,76,XV,Base metals and articles of base metal
761300,6,Aluminium; containers for compressed or liquefied gas,7613,76,XV,Base metals and articles of base metal
761410,6,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core",7614,76,XV,Base metals and articles of base metal
761490,6,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",7614,76,XV,Base metals and articles of base metal
761510,6,"Aluminium; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",7615,76,XV,Base metals and articles of base metal
761520,6,Aluminium; sanitary ware and parts thereof,7615,76,XV,Base metals and articles of base metal
761610,6,"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",7616,76,XV,Base metals and articles of base metal
761691,6,"Aluminium; cloth, grill, netting and fencing, of aluminium wire",7616,76,XV,Base metals and articles of base metal
761699,6,Aluminium; articles n.e.c. in heading 7616,7616,76,XV,Base metals and articles of base metal
